,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Wdfy21,6.0139946897135e-17,0.0226146165145225,0.174,0.115,1.19804788213783e-12,Fibroblast,Wdfy2
Cbfa2t21,6.60928292037512e-17,0.0253814277757841,0.14,0.089,1.31663525056793e-12,Fibroblast,Cbfa2t2
Fra10ac11,7.50303754104033e-17,0.0205150600143031,0.107,0.063,1.49468010855064e-12,Fibroblast,Fra10ac1
Polr3k3,8.40865994862251e-17,0.0202225318119452,0.174,0.114,1.67508914836509e-12,Fibroblast,Polr3k
Pabpc12,8.67897326949038e-17,0.116796295016849,0.915,0.815,1.72893826501518e-12,Fibroblast,Pabpc1
Top3b,9.04782285585556e-17,0.0272882125410797,0.103,0.06,1.80241679111499e-12,Fibroblast,Top3b
Trmt14,1.05319558316431e-16,0.0129500043604496,0.179,0.118,2.09807092122162e-12,Fibroblast,Trmt1
C330007P06Rik1,1.06809763592909e-16,0.0137874363308964,0.191,0.128,2.12775730053434e-12,Fibroblast,C330007P06Rik
Ppih1,1.11425537250494e-16,0.0240616909214311,0.112,0.067,2.2197081275671e-12,Fibroblast,Ppih
Ppp2r1b1,1.11832142770786e-16,0.0201092581959224,0.105,0.062,2.22780811613683e-12,Fibroblast,Ppp2r1b
Scnm1,1.13832485177715e-16,0.0352994044159673,0.108,0.065,2.26765693722526e-12,Fibroblast,Scnm1
Icmt2,1.1604511407138e-16,0.0150664700827684,0.142,0.089,2.31173471741596e-12,Fibroblast,Icmt
Dnajb143,1.43560503458067e-16,0.0275805836894591,0.243,0.17,2.85986878938815e-12,Fibroblast,Dnajb14
Mfn12,1.58660329362419e-16,0.0221412520607939,0.143,0.091,3.16067242122874e-12,Fibroblast,Mfn1
Spsb31,1.72337810660718e-16,0.0100467832547231,0.156,0.101,3.43314152617217e-12,Fibroblast,Spsb3
Haghl1,1.78568614039816e-16,0.0274079673378144,0.125,0.077,3.55726536028717e-12,Fibroblast,Haghl
Pfdn53,1.7893419370638e-16,0.0717591171300407,0.754,0.633,3.56454807282479e-12,Fibroblast,Pfdn5
Klhdc33,2.15157274184782e-16,0.0188155244715611,0.174,0.115,4.28614805903505e-12,Fibroblast,Klhdc3
Rpl7l11,2.40736810727703e-16,0.0104958418500299,0.258,0.181,4.79571800650657e-12,Fibroblast,Rpl7l1
Nxn3,2.99085854051659e-16,0.0166925693087735,0.221,0.152,5.9580892985631e-12,Fibroblast,Nxn
Srsf111,2.99459977337249e-16,0.0335064446968105,0.719,0.555,5.96554220853533e-12,Fibroblast,Srsf11
Samd12,3.11574252636802e-16,0.0101686737738658,0.163,0.106,6.20687068677773e-12,Fibroblast,Samd1
Styx2,5.44005221207576e-16,0.065541656338284,0.15,0.098,1.08371280116761e-11,Fibroblast,Styx
Chuk1,6.35996204367838e-16,0.0136555022572247,0.232,0.162,1.26696803872117e-11,Fibroblast,Chuk
Pus11,6.7934701298052e-16,0.0141045171275963,0.127,0.08,1.35332718455849e-11,Fibroblast,Pus1
Maml23,7.00047992686594e-16,0.033355240653393,0.109,0.066,1.39456560623096e-11,Fibroblast,Maml2
Tra2b2,7.36536654463515e-16,0.0587372973580256,0.806,0.629,1.46725466935677e-11,Fibroblast,Tra2b
Sdccag81,7.60170743900265e-16,0.015791769854729,0.114,0.069,1.51433613892372e-11,Fibroblast,Sdccag8
Fbxl172,8.28460605706153e-16,0.0155004179724003,0.139,0.089,1.65037637262723e-11,Fibroblast,Fbxl17
Rce11,9.05442260212151e-16,0.0128363922908687,0.168,0.112,1.80373152656863e-11,Fibroblast,Rce1
Cox7c3,9.87276853382553e-16,0.0510838781026459,0.796,0.643,1.96675421962338e-11,Fibroblast,Cox7c
Maip11,1.04346700538623e-15,0.024821202004237,0.12,0.074,2.07869062142992e-11,Fibroblast,Maip1
Cox184,1.16202805910241e-15,0.0183471867477248,0.135,0.086,2.31487609653792e-11,Fibroblast,Cox18
Dxo2,1.2852765252396e-15,0.0249014089373906,0.126,0.079,2.5603993659298e-11,Fibroblast,Dxo
Srek1ip11,1.750618088057e-15,0.0133503414783367,0.125,0.078,3.48740629321834e-11,Fibroblast,Srek1ip1
Atp6v0a22,1.7884078228683e-15,0.0265709833075848,0.194,0.131,3.56268722393595e-11,Fibroblast,Atp6v0a2
Ipo91,2.41829084851415e-15,0.0153374486380523,0.133,0.084,4.81747719932504e-11,Fibroblast,Ipo9
Ncbp12,2.56581334424837e-15,0.0118927699386456,0.17,0.113,5.11135676307717e-11,Fibroblast,Ncbp1
Cep2902,2.75879577699636e-15,0.0286468603816647,0.113,0.07,5.49579706735445e-11,Fibroblast,Cep290
Slc25a462,2.7782446137351e-15,0.0154221973592325,0.13,0.082,5.5345410950217e-11,Fibroblast,Slc25a46
Ppp1r211,2.77954494648018e-15,0.0105738538979364,0.125,0.079,5.53713148788316e-11,Fibroblast,Ppp1r21
Ctu22,2.84868144767941e-15,0.017505946114292,0.115,0.071,5.67485831192215e-11,Fibroblast,Ctu2
Fance2,3.22870030269552e-15,0.014602392460698,0.11,0.067,6.43189387299975e-11,Fibroblast,Fance
Atp2b42,4.80285853524448e-15,0.0105916711635037,0.432,0.326,9.56777448806052e-11,Fibroblast,Atp2b4
Gosr1,4.95677864435525e-15,0.0121528240299005,0.116,0.072,9.87439873742009e-11,Fibroblast,Gosr1
Ric8b2,6.3166305438632e-15,0.0174257720755313,0.109,0.067,1.25833597064299e-10,Fibroblast,Ric8b
Cmss12,6.43095399379743e-15,0.0107094465097582,0.11,0.067,1.28111034510439e-10,Fibroblast,Cmss1
Selenok2,7.22591399297601e-15,0.0323428199116531,0.77,0.67,1.43947432654075e-10,Fibroblast,Selenok
Rrm2b2,9.03398006853772e-15,0.0110738325564346,0.189,0.129,1.7996591694534e-10,Fibroblast,Rrm2b
Dhx332,1.09454114470515e-14,0.0158122805142438,0.104,0.064,2.18043541436713e-10,Fibroblast,Dhx33
Dbp1,1.16903163924706e-14,0.0363931566790044,0.105,0.065,2.32882792854406e-10,Fibroblast,Dbp
Sertad32,1.18597059525545e-14,0.0531126428322472,0.175,0.12,2.36257202280839e-10,Fibroblast,Sertad3
Hmgxb31,1.28182900631004e-14,0.0217760062671077,0.135,0.087,2.55353156347023e-10,Fibroblast,Hmgxb3
Sacs3,1.39696332774403e-14,0.0600565934585125,0.136,0.089,2.78289064519888e-10,Fibroblast,Sacs
Cep1621,1.42067530469597e-14,0.0279261665731025,0.107,0.066,2.83012727448485e-10,Fibroblast,Cep162
Lancl13,1.60879649640989e-14,0.0130784572576088,0.119,0.075,3.20488350049814e-10,Fibroblast,Lancl1
Poc1b1,2.19637977675755e-14,0.0130660607756778,0.114,0.071,4.37540815327871e-10,Fibroblast,Poc1b
Btf33,2.46554235603599e-14,0.0752218358660679,0.83,0.703,4.9116069274593e-10,Fibroblast,Btf3
Pex141,2.6362681160165e-14,0.0146368197709248,0.107,0.066,5.25170971391647e-10,Fibroblast,Pex14
Mettl162,2.9892359530678e-14,0.0196037867295565,0.151,0.101,5.95485694210636e-10,Fibroblast,Mettl16
Tsta31,3.26903215813623e-14,0.0191853131258778,0.136,0.088,6.51223896222318e-10,Fibroblast,Tsta3
Actr81,3.29222557899338e-14,0.014549363451775,0.101,0.062,6.55844257591271e-10,Fibroblast,Actr8
Atp5h4,3.50134407277991e-14,0.0295324612986954,0.785,0.632,6.97502752738487e-10,Fibroblast,Atp5h
Cog41,4.19466724081947e-14,0.0137876200550002,0.101,0.062,8.35619661043646e-10,Fibroblast,Cog4
Plec3,4.42995817955222e-14,0.0155173752157265,0.721,0.561,8.82491968948597e-10,Fibroblast,Plec
Akap8l2,4.9645020210077e-14,0.0124870238939345,0.224,0.159,9.88978447604944e-10,Fibroblast,Akap8l
Dctn5,5.6252952189713e-14,0.013432445505738,0.12,0.077,1.12061506057127e-09,Fibroblast,Dctn5
Llgl1,5.76915200709846e-14,0.0137706044509226,0.103,0.063,1.14927277133408e-09,Fibroblast,Llgl1
Ssx2ip2,6.08688423365051e-14,0.0148311543772339,0.108,0.068,1.21256820818552e-09,Fibroblast,Ssx2ip
Atg4b1,6.15393493966172e-14,0.0158446355289076,0.136,0.089,1.22592537933001e-09,Fibroblast,Atg4b
Pygo21,8.1255439360936e-14,0.0196974509145407,0.135,0.089,1.61868960750921e-09,Fibroblast,Pygo2
Noc4l1,8.50300019367425e-14,0.0386262675596795,0.11,0.07,1.69388266858185e-09,Fibroblast,Noc4l
Spindoc2,1.10518830675705e-13,0.0198870133106652,0.108,0.068,2.20164562589071e-09,Fibroblast,Spindoc
Spidr1,1.29607108300188e-13,0.0164618730597738,0.113,0.072,2.58190320444804e-09,Fibroblast,Spidr
Znhit33,1.31763551737345e-13,0.0126351424691601,0.115,0.073,2.62486171415965e-09,Fibroblast,Znhit3
Bop11,1.71334061435192e-13,0.0113452564000585,0.119,0.077,3.41314583785045e-09,Fibroblast,Bop1
Ddx3x3,1.85550221904373e-13,0.0626503586415503,0.851,0.753,3.69634597055701e-09,Fibroblast,Ddx3x
Nr2c2ap1,2.01727225987235e-13,0.0157589613526934,0.121,0.078,4.0186080688917e-09,Fibroblast,Nr2c2ap
Tfpt2,2.15766590024053e-13,0.0119208260182449,0.119,0.077,4.29828623986916e-09,Fibroblast,Tfpt
Slc25a122,2.56770767712812e-13,0.0136678234196529,0.124,0.081,5.11513046360692e-09,Fibroblast,Slc25a12
AC165953.21,3.07414972557747e-13,0.0149560515864823,0.107,0.068,6.12401366832288e-09,Fibroblast,AC165953.2
Zfp512b1,3.59177017757165e-13,0.0133735407097752,0.108,0.068,7.15516537074049e-09,Fibroblast,Zfp512b
Micu32,3.68560305402838e-13,0.014035361364939,0.112,0.071,7.34208984392995e-09,Fibroblast,Micu3
Gls1,3.78412101403168e-13,0.0277869062640685,0.781,0.633,7.5383474720525e-09,Fibroblast,Gls
Rnaset2a,3.85254136824561e-13,0.0143936543427884,0.117,0.075,7.67464765968207e-09,Fibroblast,Rnaset2a
Dalrd33,3.97263374372668e-13,0.0186235710840554,0.132,0.087,7.91388368087793e-09,Fibroblast,Dalrd3
Glis31,4.20058089645111e-13,0.0268258884749856,0.1,0.062,8.36797720382026e-09,Fibroblast,Glis3
Uspl13,4.78330540427647e-13,0.0118324671441746,0.13,0.086,9.52882269585916e-09,Fibroblast,Uspl1
Mmp161,6.3538795824931e-13,0.0168185192545819,0.108,0.068,1.26575635162845e-08,Fibroblast,Mmp16
2700038G22Rik3,9.0112519543205e-13,0.0331380434000488,0.109,0.07,1.79513150182019e-08,Fibroblast,2700038G22Rik
Fbxo452,1.30568265069144e-12,0.0118406410767554,0.132,0.088,2.60105040844241e-08,Fibroblast,Fbxo45
Hectd41,1.48912842226237e-12,0.0148312902228838,0.128,0.085,2.96649272998886e-08,Fibroblast,Hectd4
Sacm1l2,1.62791766491517e-12,0.0125255403430341,0.189,0.134,3.24297478027751e-08,Fibroblast,Sacm1l
Hsf21,1.71924951265096e-12,0.0107871213255872,0.145,0.099,3.42491695415198e-08,Fibroblast,Hsf2
Dpy19l41,1.84166543371701e-12,0.016113484201235,0.119,0.078,3.66878171050766e-08,Fibroblast,Dpy19l4
Slc25a381,1.87881076907761e-12,0.0162836297901651,0.1,0.063,3.74277893307952e-08,Fibroblast,Slc25a38
Ncs12,2.74243217348183e-12,0.0196779397014117,0.102,0.065,5.46319913279316e-08,Fibroblast,Ncs1
Kctd51,2.84035658801974e-12,0.0178508776649186,0.12,0.08,5.65827435899412e-08,Fibroblast,Kctd5
Adprhl22,3.07168486550255e-12,0.013198708985251,0.101,0.064,6.11910342056764e-08,Fibroblast,Adprhl2
Sccpdh1,4.15104556649658e-12,0.016701600641426,0.102,0.065,8.26929787301783e-08,Fibroblast,Sccpdh
Klhl152,6.77818329054888e-12,0.0123643455063819,0.129,0.087,1.35028189331024e-07,Fibroblast,Klhl15
Rnf1391,1.2590211072668e-11,0.0170327007059385,0.132,0.089,2.5080959477862e-07,Fibroblast,Rnf139
Yipf61,1.37158848701255e-11,0.0128406800899951,0.12,0.08,2.7323414249777e-07,Fibroblast,Yipf6
Map3k122,2.09530107563843e-11,0.0296958964094794,0.1,0.065,4.17404927277931e-07,Fibroblast,Map3k12
Csnk1a13,2.57215449272663e-11,0.0173072018609539,0.839,0.676,5.12398896496072e-07,Fibroblast,Csnk1a1
Eif2b33,7.54957073014861e-11,0.0264346694269852,0.115,0.077,1.5039499851529e-06,Fibroblast,Eif2b3
Btf3l4,8.52151890351141e-11,0.0178580967403499,0.1,0.066,1.69757178076851e-06,Fibroblast,Btf3l4
Emc13,1.13357130700795e-10,0.0137552951340633,0.136,0.094,2.25818740069053e-06,Fibroblast,Emc1
Tpt12,1.18501687889853e-10,0.0807759354951072,0.987,0.976,2.36067212445377e-06,Fibroblast,Tpt1
Pcbp22,2.98721202792551e-10,0.0171748571709212,0.792,0.638,5.95082508083042e-06,Fibroblast,Pcbp2
Epm2aip12,1.21652686405074e-09,0.0134307674717966,0.133,0.094,2.42344316587548e-05,Fibroblast,Epm2aip1
Rexo41,4.60985668170617e-09,0.0107847359777446,0.147,0.106,9.18329549562687e-05,Fibroblast,Rexo4
Haus72,5.45970573179208e-09,0.0102203248923453,0.108,0.075,0.00010876279788303,Fibroblast,Haus7
Ccnl12,6.52833541464525e-09,0.0448613826958635,0.867,0.774,0.000130050969795148,Fibroblast,Ccnl1
Ptn1,1.60424891875503e-08,0.124389049394225,0.141,0.105,0.000319582427105189,Fibroblast,Ptn
Srsf22,2.37396073712756e-08,0.0109763732425596,0.763,0.607,0.000472916718443182,Fibroblast,Srsf2
Lrpprc2,2.81193393597985e-08,0.0217281014340199,0.121,0.087,0.000560165359386545,Fibroblast,Lrpprc
Cenpc11,3.16544175828362e-08,0.0184181712591258,0.185,0.141,0.000630587652667681,Fibroblast,Cenpc1
Nde12,4.84357014006127e-08,0.0100933717950515,0.111,0.079,0.000964887607601605,Fibroblast,Nde1
Rbm36,5.19931675663029e-08,0.0374674688232499,0.835,0.719,0.00103575589108832,Fibroblast,Rbm3
Junb1,8.37685978704752e-08,0.0408528369882752,0.941,0.898,0.00166875423817774,Fibroblast,Junb
Crabp11,2.18860496251438e-07,0.213911199925883,0.233,0.184,0.00435991994582489,Fibroblast,Crabp1
Ubb2,2.57974273685161e-05,0.0163016825535465,0.928,0.897,0.513910550608209,Fibroblast,Ubb
Icos,0,3.63239379172426,0.846,0.005,0,Lymphocyte,Icos
Emb2,0,3.56403323473635,0.942,0.257,0,Lymphocyte,Emb
Cd3g,0,3.31736857298231,0.765,0.003,0,Lymphocyte,Cd3g
Cxcr6,0,3.11871410741654,0.637,0.004,0,Lymphocyte,Cxcr6
Trdc,0,3.0775219848814,0.335,0.008,0,Lymphocyte,Trdc
Rora2,0,2.93150541842855,0.931,0.314,0,Lymphocyte,Rora
Rgs13,0,2.91034968800278,0.79,0.084,0,Lymphocyte,Rgs1
Il7r1,0,2.69317065784602,0.774,0.066,0,Lymphocyte,Il7r
Il17a,0,2.62639192478416,0.298,0.002,0,Lymphocyte,Il17a
Ikzf21,0,2.54643405073709,0.497,0.06,0,Lymphocyte,Ikzf2
Il2rb,0,2.47500812567457,0.817,0.005,0,Lymphocyte,Il2rb
Cd3d,0,2.46983389726806,0.7,0.005,0,Lymphocyte,Cd3d
Ltb1,0,2.45580024132144,0.705,0.056,0,Lymphocyte,Ltb
Il17f,0,2.43985325231496,0.266,0.002,0,Lymphocyte,Il17f
Trbc2,0,2.40133595827727,0.664,0.015,0,Lymphocyte,Trbc2
Trbc1,0,2.36273184650873,0.492,0.005,0,Lymphocyte,Trbc1
Ets14,0,2.31965458318926,0.915,0.329,0,Lymphocyte,Ets1
Ikzf3,0,2.31729906257602,0.694,0.003,0,Lymphocyte,Ikzf3
Ptprcap,0,2.2536991140732,0.732,0.006,0,Lymphocyte,Ptprcap
Bcl2a1d2,0,2.20636637531752,0.597,0.066,0,Lymphocyte,Bcl2a1d
Itk,0,2.17094782103314,0.7,0.005,0,Lymphocyte,Itk
Ramp31,0,2.16803029440783,0.486,0.059,0,Lymphocyte,Ramp3
Ctla4,0,2.13330565947488,0.316,0.003,0,Lymphocyte,Ctla4
Gpr1831,0,2.05893941607397,0.622,0.036,0,Lymphocyte,Gpr183
Cd3e,0,2.03839949224134,0.651,0.005,0,Lymphocyte,Cd3e
Hlf1,0,2.02562643206091,0.539,0.061,0,Lymphocyte,Hlf
Kdm2b,0,2.02550923179908,0.684,0.111,0,Lymphocyte,Kdm2b
Il2ra,0,2.00892990964152,0.537,0.007,0,Lymphocyte,Il2ra
Cd69,0,1.98487581080991,0.573,0.03,0,Lymphocyte,Cd69
Itgae,0,1.96227084778487,0.577,0.007,0,Lymphocyte,Itgae
Lat,0,1.96190599359744,0.673,0.006,0,Lymphocyte,Lat
Cytip2,0,1.94136601957484,0.787,0.129,0,Lymphocyte,Cytip
Il18r1,0,1.93086231777086,0.586,0.01,0,Lymphocyte,Il18r1
P2ry101,0,1.92452334810868,0.602,0.023,0,Lymphocyte,P2ry10
Tnfrsf4,0,1.8972487737379,0.304,0.012,0,Lymphocyte,Tnfrsf4
Cd163l1,0,1.8792788890452,0.253,0.002,0,Lymphocyte,Cd163l1
Sept1,0,1.80605941369211,0.665,0.061,0,Lymphocyte,Sept1
Cd2,0,1.79740299464574,0.423,0.006,0,Lymphocyte,Cd2
Ppp1r16b1,0,1.78281750130206,0.675,0.051,0,Lymphocyte,Ppp1r16b
Grap2,0,1.75714170833385,0.573,0.011,0,Lymphocyte,Grap2
Satb11,0,1.75217921226339,0.488,0.062,0,Lymphocyte,Satb1
Klrk1,0,1.70318546578946,0.452,0.018,0,Lymphocyte,Klrk1
Hcst1,0,1.69661605969201,0.669,0.086,0,Lymphocyte,Hcst
Tnfrsf9,0,1.69387399769274,0.405,0.018,0,Lymphocyte,Tnfrsf9
Sh2d2a,0,1.68593342158965,0.591,0.002,0,Lymphocyte,Sh2d2a
Tnfrsf181,0,1.65657065548476,0.441,0.025,0,Lymphocyte,Tnfrsf18
Cd28,0,1.64066715305509,0.344,0.005,0,Lymphocyte,Cd28
Ptpn221,0,1.63981586283862,0.575,0.024,0,Lymphocyte,Ptpn22
Itgb71,0,1.63891764477616,0.647,0.057,0,Lymphocyte,Itgb7
Trac,0,1.63763016249216,0.454,0.008,0,Lymphocyte,Trac
Il2rg3,0,1.59524658140033,0.673,0.105,0,Lymphocyte,Il2rg
Dock22,0,1.56828078512301,0.734,0.121,0,Lymphocyte,Dock2
Skap1,0,1.56250492419007,0.564,0.002,0,Lymphocyte,Skap1
Tcrg-C1,0,1.53347868190796,0.315,0.002,0,Lymphocyte,Tcrg-C1
AU020206,0,1.51598417747765,0.552,0.058,0,Lymphocyte,AU020206
Ccdc88c1,0,1.50834793580419,0.604,0.069,0,Lymphocyte,Ccdc88c
5830411N06Rik,0,1.47642367170306,0.17,0.001,0,Lymphocyte,5830411N06Rik
Gzmb,0,1.43967233657281,0.19,0.002,0,Lymphocyte,Gzmb
Cd247,0,1.41104708439649,0.448,0.005,0,Lymphocyte,Cd247
Nkg7,0,1.40278768373093,0.195,0.001,0,Lymphocyte,Nkg7
Gpr1322,0,1.37729213654526,0.665,0.116,0,Lymphocyte,Gpr132
Tnfsf8,0,1.36887806076991,0.208,0.005,0,Lymphocyte,Tnfsf8
Pdcd1,0,1.35669059325082,0.304,0.001,0,Lymphocyte,Pdcd1
Trdv4,0,1.34579459388473,0.199,0.001,0,Lymphocyte,Trdv4
Arhgap452,0,1.29831634530061,0.564,0.076,0,Lymphocyte,Arhgap45
Blk,0,1.27734387565584,0.295,0.002,0,Lymphocyte,Blk
Itgal1,0,1.2722535908012,0.564,0.057,0,Lymphocyte,Itgal
Sytl3,0,1.21355406770281,0.394,0.005,0,Lymphocyte,Sytl3
Lck,0,1.20287187276075,0.365,0.008,0,Lymphocyte,Lck
Rnf157,0,1.19511470849056,0.385,0.032,0,Lymphocyte,Rnf157
Il21r,0,1.17831594471668,0.401,0.019,0,Lymphocyte,Il21r
Myo1g1,0,1.16754586648801,0.492,0.064,0,Lymphocyte,Myo1g
Camk4,0,1.16374789814045,0.42,0.01,0,Lymphocyte,Camk4
Spn,0,1.15584884494022,0.468,0.019,0,Lymphocyte,Spn
Sla1,0,1.12818270673828,0.4,0.04,0,Lymphocyte,Sla
Faah,0,1.07111832469349,0.349,0.019,0,Lymphocyte,Faah
Slamf1,0,1.07031182322672,0.316,0.005,0,Lymphocyte,Slamf1
Actn2,0,1.06178930018791,0.298,0.002,0,Lymphocyte,Actn2
Cd5,0,1.05632180856657,0.266,0.003,0,Lymphocyte,Cd5
Zap70,0,1.04437391609901,0.38,0.004,0,Lymphocyte,Zap70
Ms4a4b,0,1.02179664025382,0.215,0.007,0,Lymphocyte,Ms4a4b
Tox,0,1.01979566162555,0.351,0.01,0,Lymphocyte,Tox
Grap1,0,1.00275027602892,0.405,0.028,0,Lymphocyte,Grap
Ctsw,0,0.998381662556187,0.257,0.002,0,Lymphocyte,Ctsw
Cd6,0,0.973585867674464,0.278,0.002,0,Lymphocyte,Cd6
Rasgrp1,0,0.960950149166155,0.378,0.012,0,Lymphocyte,Rasgrp1
Cyfip2,0,0.932120482092019,0.427,0.034,0,Lymphocyte,Cyfip2
Ccr6,0,0.93000311647682,0.278,0.001,0,Lymphocyte,Ccr6
Klk8,0,0.891416766647386,0.38,0.018,0,Lymphocyte,Klk8
Foxp3,0,0.861625867997808,0.152,0.001,0,Lymphocyte,Foxp3
Rhoh1,0,0.851975724775209,0.342,0.028,0,Lymphocyte,Rhoh
Tnfrsf25,0,0.813909130589015,0.331,0.007,0,Lymphocyte,Tnfrsf25
Tnfaip8l21,0,0.800445478353134,0.344,0.029,0,Lymphocyte,Tnfaip8l2
Cd4,0,0.774638917017207,0.215,0.008,0,Lymphocyte,Cd4
Trat1,0,0.766809914928582,0.183,0.001,0,Lymphocyte,Trat1
Tbc1d10c,0,0.762548817308161,0.322,0.007,0,Lymphocyte,Tbc1d10c
Acap1,0,0.755500380304285,0.315,0.015,0,Lymphocyte,Acap1
Gpr55,0,0.695682058177517,0.17,0.004,0,Lymphocyte,Gpr55
Tcrg-C2,0,0.680908941571434,0.174,0.001,0,Lymphocyte,Tcrg-C2
S1pr4,0,0.663548587612498,0.275,0.008,0,Lymphocyte,S1pr4
Nlrc3,0,0.607840200333286,0.235,0.007,0,Lymphocyte,Nlrc3
Cd40lg,0,0.590860970501467,0.146,0,0,Lymphocyte,Cd40lg
Il23r,0,0.585566756747685,0.192,0.001,0,Lymphocyte,Il23r
Klrc2,0,0.541746130610644,0.127,0.002,0,Lymphocyte,Klrc2
Xlr4a,0,0.523681366477972,0.213,0.002,0,Lymphocyte,Xlr4a
Xlr4b,0,0.513733352215381,0.212,0.005,0,Lymphocyte,Xlr4b
Sit1,0,0.510960665298418,0.195,0.002,0,Lymphocyte,Sit1
Rasal3,0,0.509288445312238,0.19,0.006,0,Lymphocyte,Rasal3
Cd96,0,0.503692966327015,0.206,0.001,0,Lymphocyte,Cd96
Jakmip1,0,0.493716174245041,0.195,0.001,0,Lymphocyte,Jakmip1
Cd226,0,0.486152444122457,0.19,0.003,0,Lymphocyte,Cd226
Card11,0,0.484937020505565,0.186,0.002,0,Lymphocyte,Card11
Cst7,0,0.483007020923685,0.213,0.007,0,Lymphocyte,Cst7
Gimap3,0,0.458434427858324,0.128,0.001,0,Lymphocyte,Gimap3
Ccr4,0,0.450637488571537,0.143,0.001,0,Lymphocyte,Ccr4
A930024E05Rik,0,0.445012517124633,0.154,0.002,0,Lymphocyte,A930024E05Rik
Klrc1,0,0.442447109692313,0.127,0.001,0,Lymphocyte,Klrc1
Crmp1,0,0.435648125706115,0.177,0.004,0,Lymphocyte,Crmp1
Il27ra,0,0.432322818023504,0.199,0.005,0,Lymphocyte,Il27ra
Adgrg5,0,0.422184874709021,0.143,0.003,0,Lymphocyte,Adgrg5
Gm19585,0,0.409832785820587,0.152,0,0,Lymphocyte,Gm19585
Trgv2,0,0.38762525940966,0.114,0,0,Lymphocyte,Trgv2
Tespa1,0,0.360317444011888,0.136,0.002,0,Lymphocyte,Tespa1
Sla2,0,0.35542246511177,0.132,0.002,0,Lymphocyte,Sla2
Xlr4c,0,0.351850582294245,0.137,0.001,0,Lymphocyte,Xlr4c
Olfr60,0,0.295906207232123,0.11,0,0,Lymphocyte,Olfr60
AI467606,1.05350950423533e-307,0.631388604993602,0.251,0.014,2.09869628338719e-303,Lymphocyte,AI467606
Ptpn71,7.74087038737446e-306,0.725155079231829,0.336,0.028,1.54205878986887e-301,Lymphocyte,Ptpn7
Ccr21,8.18696578996692e-304,1.662121061,0.562,0.084,1.63092545501931e-299,Lymphocyte,Ccr2
Crem2,1.10460203518596e-301,2.48981383611794,0.823,0.251,2.20047771429395e-297,Lymphocyte,Crem
Rab37,1.24135733726105e-298,0.383382617938542,0.17,0.005,2.47290795155773e-294,Lymphocyte,Rab37
Dgat11,4.17889889918172e-298,1.7985296868659,0.716,0.154,8.32478449705991e-294,Lymphocyte,Dgat1
Gm267401,1.32650274919375e-297,1.2658805672346,0.436,0.05,2.64252612666886e-293,Lymphocyte,Gm26740
Gata31,1.34112231322288e-294,1.3572257272635,0.373,0.037,2.6716497601713e-290,Lymphocyte,Gata3
Ly6g5b,2.67679029291428e-293,0.589672873950307,0.206,0.01,5.33243394251454e-289,Lymphocyte,Ly6g5b
Stk17b2,4.01979405622588e-293,2.12519016002911,0.888,0.31,8.00783173940758e-289,Lymphocyte,Stk17b
Bcl2a1b2,1.70811259974369e-288,2.19676579322633,0.731,0.161,3.4027311099494e-284,Lymphocyte,Bcl2a1b
H2-Q72,4.79152574887551e-288,1.98922541072862,0.731,0.175,9.5451984443349e-284,Lymphocyte,H2-Q7
Madd1,2.93012608177535e-287,1.20562021090082,0.486,0.069,5.83710416750468e-283,Lymphocyte,Madd
Rhof1,1.46696994986059e-285,0.900133264519358,0.389,0.042,2.92235083711729e-281,Lymphocyte,Rhof
Cd27,5.76975192203822e-285,0.967751013273329,0.264,0.018,1.14939228038923e-280,Lymphocyte,Cd27
Cpm,1.73321873151973e-280,0.942766269217634,0.28,0.021,3.45274503506046e-276,Lymphocyte,Cpm
Traf3ip3,5.46733076747908e-279,0.521894260386726,0.188,0.008,1.08914696218951e-274,Lymphocyte,Traf3ip3
H2-Q62,2.38161416041294e-278,1.35454420126136,0.497,0.074,4.74441356895861e-274,Lymphocyte,H2-Q6
Ptpn182,5.62972244025684e-278,1.48014754340487,0.687,0.146,1.12149700732356e-273,Lymphocyte,Ptpn18
Cd372,1.99596035834395e-277,0.989029093348111,0.535,0.083,3.97615262985698e-273,Lymphocyte,Cd37
Neurl33,6.12144816427932e-277,2.03576049482579,0.646,0.132,1.21945368880608e-272,Lymphocyte,Neurl3
Rac22,6.92516394647169e-277,1.34496691411647,0.718,0.152,1.37956190977662e-272,Lymphocyte,Rac2
1700097N02Rik,6.1820783070371e-276,0.264021910026679,0.11,0.002,1.23153181954486e-271,Lymphocyte,1700097N02Rik
Lta,6.7604804054548e-275,0.272901347901536,0.112,0.002,1.34675530157065e-270,Lymphocyte,Lta
Gna15,3.72456439140755e-269,0.626180261677689,0.251,0.017,7.41970472412297e-265,Lymphocyte,Gna15
Nebl,9.92566264935826e-269,0.818541910750158,0.277,0.021,1.97729125637866e-264,Lymphocyte,Nebl
Osbpl31,5.10435511659018e-266,1.1104855193767,0.429,0.058,1.01683858277593e-261,Lymphocyte,Osbpl3
Cd522,2.97689882648067e-265,2.08818420962956,0.89,0.284,5.93028015223213e-261,Lymphocyte,Cd52
Vps37b2,1.01812709498528e-263,2.6903188384478,0.872,0.329,2.02821098592017e-259,Lymphocyte,Vps37b
